Bezeichnung,Gruppenbezeichnung,Beschreibung,Anwendungsgebiet,Nennweite,Förderhöhe H max.,Baulänge,Betriebsdruck max.,Mediumtemperatur min.,Mediumtemperatur max.,Nettogewicht,EEI-Wert,bei   75°C Wassertemperatur,pro 100 m Höhe,Leistung P min.,Leistung P max.,Nennstrom min.,Nennstrom max.,Nennweite G/DN
ModulA BLUE ,BLUE,Die ModulA gilt als Meisterin bezüglich Energieeinsparung und Wirtschaftlichkeit und setzt damit die Effizienzmesslatte für die Zukunft.,"Von der 25-4 mit maximal 4 mWS bis zur 40-18 mit maximal 18 mWS stehen genügend Typen zur Verfügung um ein Mehrfamilienhaus, ein Spital, ein Schulhaus, ein Bürogebäude oder ein Hotel zuverlässig und mit dem exakt richtigen eingeregelten Betriebspunkt zu versorgen.",25,10,180,10,15,85,4.8,,0.12,0.42,11,158,0.1,1.24,1.5
ModulA BLUE ,BLUE,Die ModulA gilt als Meisterin bezüglich Energieeinsparung und Wirtschaftlichkeit und setzt damit die Effizienzmesslatte für die Zukunft.,"Von der 25-4 mit maximal 4 mWS bis zur 40-18 mit maximal 18 mWS stehen genügend Typen zur Verfügung um ein Mehrfamilienhaus, ein Spital, ein Schulhaus, ein Bürogebäude oder ein Hotel zuverlässig und mit dem exakt richtigen eingeregelten Betriebspunkt zu versorgen.",25,12,180,10,15,85,4.8,,0.12,0.43,11,188,0.1,1.47,1.5
ModulA BLUE ,BLUE,Die ModulA gilt als Meisterin bezüglich Energieeinsparung und Wirtschaftlichkeit und setzt damit die Effizienzmesslatte für die Zukunft.,"Von der 25-4 mit maximal 4 mWS bis zur 40-18 mit maximal 18 mWS stehen genügend Typen zur Verfügung um ein Mehrfamilienhaus, ein Spital, ein Schulhaus, ein Bürogebäude oder ein Hotel zuverlässig und mit dem exakt richtigen eingeregelten Betriebspunkt zu versorgen.",32,4,180,10,15,85,5,,0.12,0.44,11,70,0.1,0.5,2
ModulA BLUE ,BLUE,Die ModulA gilt als Meisterin bezüglich Energieeinsparung und Wirtschaftlichkeit und setzt damit die Effizienzmesslatte für die Zukunft.,"Von der 25-4 mit maximal 4 mWS bis zur 40-18 mit maximal 18 mWS stehen genügend Typen zur Verfügung um ein Mehrfamilienhaus, ein Spital, ein Schulhaus, ein Bürogebäude oder ein Hotel zuverlässig und mit dem exakt richtigen eingeregelten Betriebspunkt zu versorgen.",32,6,180,10,15,85,5,,0.12,0.45,11,105,0.1,0.79,2
ModulA BLUE ,BLUE,Die ModulA gilt als Meisterin bezüglich Energieeinsparung und Wirtschaftlichkeit und setzt damit die Effizienzmesslatte für die Zukunft.,"Von der 25-4 mit maximal 4 mWS bis zur 40-18 mit maximal 18 mWS stehen genügend Typen zur Verfügung um ein Mehrfamilienhaus, ein Spital, ein Schulhaus, ein Bürogebäude oder ein Hotel zuverlässig und mit dem exakt richtigen eingeregelten Betriebspunkt zu versorgen.",32,8,180,10,15,85,5,,0.12,0.46,11,139,0.1,1.03,2
ModulA BLUE ,BLUE,Die ModulA gilt als Meisterin bezüglich Energieeinsparung und Wirtschaftlichkeit und setzt damit die Effizienzmesslatte für die Zukunft.,"Von der 25-4 mit maximal 4 mWS bis zur 40-18 mit maximal 18 mWS stehen genügend Typen zur Verfügung um ein Mehrfamilienhaus, ein Spital, ein Schulhaus, ein Bürogebäude oder ein Hotel zuverlässig und mit dem exakt richtigen eingeregelten Betriebspunkt zu versorgen.",32,10,180,10,15,85,5,,0.12,0.47,11,175,0.1,1.35,2
ModulA BLUE ,BLUE,Die ModulA gilt als Meisterin bezüglich Energieeinsparung und Wirtschaftlichkeit und setzt damit die Effizienzmesslatte für die Zukunft.,"Von der 25-4 mit maximal 4 mWS bis zur 40-18 mit maximal 18 mWS stehen genügend Typen zur Verfügung um ein Mehrfamilienhaus, ein Spital, ein Schulhaus, ein Bürogebäude oder ein Hotel zuverlässig und mit dem exakt richtigen eingeregelten Betriebspunkt zu versorgen.",32,12,180,10,15,85,5,,0.12,0.48,11,187,0.1,1.45,2
ModulA BLUE ,BLUE,Die ModulA gilt als Meisterin bezüglich Energieeinsparung und Wirtschaftlichkeit und setzt damit die Effizienzmesslatte für die Zukunft.,"Von der 25-4 mit maximal 4 mWS bis zur 40-18 mit maximal 18 mWS stehen genügend Typen zur Verfügung um ein Mehrfamilienhaus, ein Spital, ein Schulhaus, ein Bürogebäude oder ein Hotel zuverlässig und mit dem exakt richtigen eingeregelten Betriebspunkt zu versorgen.",40,11,250,10,15,85,8.8,,0.12,0.49,13,189,0.11,1.52,40
ModulA BLUE ,BLUE,Die ModulA gilt als Meisterin bezüglich Energieeinsparung und Wirtschaftlichkeit und setzt damit die Effizienzmesslatte für die Zukunft.,"Von der 25-4 mit maximal 4 mWS bis zur 40-18 mit maximal 18 mWS stehen genügend Typen zur Verfügung um ein Mehrfamilienhaus, ein Spital, ein Schulhaus, ein Bürogebäude oder ein Hotel zuverlässig und mit dem exakt richtigen eingeregelten Betriebspunkt zu versorgen.",40,12,250,10,15,85,18.1,,0.12,0.5,17,421,0.18,1.91,40
ModulA BLUE ,BLUE,Die ModulA gilt als Meisterin bezüglich Energieeinsparung und Wirtschaftlichkeit und setzt damit die Effizienzmesslatte für die Zukunft.,"Von der 25-4 mit maximal 4 mWS bis zur 40-18 mit maximal 18 mWS stehen genügend Typen zur Verfügung um ein Mehrfamilienhaus, ein Spital, ein Schulhaus, ein Bürogebäude oder ein Hotel zuverlässig und mit dem exakt richtigen eingeregelten Betriebspunkt zu versorgen.",40,18,250,10,15,85,18.1,,0.12,0.51,16,594,0.18,2.63,40
AXW (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mitteleren Trinkwarmwasser Zirkulationssystemen.,15,0.7,190,10,15,85,2.5,,0.05,0.52,5,8,0.05,0.07,1.5
AXW (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mitteleren Trinkwarmwasser Zirkulationssystemen.,15,1.6,190,10,15,85,2.5,,0.05,0.53,9,18,0.08,0.15,1.5
AXW (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mitteleren Trinkwarmwasser Zirkulationssystemen.,15,2.5,190,10,15,85,2.5,,0.05,0.54,14,30,0.13,0.26,1.5
AXW (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe. ,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mitteleren Trinkwarmwasser Zirkulationssystemen.,20,1,120,10,15,85,2.3,,0.05,0.55,4,7,0.04,0.08,1.25
AXW (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe. ,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mitteleren Trinkwarmwasser Zirkulationssystemen.,20,1,120,10,15,85,2.3,,0.05,0.56,4,7,0.04,0.08,1.25
AXW (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe. ,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mitteleren Trinkwarmwasser Zirkulationssystemen.,20,4,120,10,15,85,2.3,,0.05,0.57,5,22,0.05,0.19,1.25
AXW (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe. ,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mitteleren Trinkwarmwasser Zirkulationssystemen.,20,4,120,10,15,85,2.3,,0.05,0.58,5,22,0.05,0.19,1.25
AXW (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe. ,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mitteleren Trinkwarmwasser Zirkulationssystemen.,25,4,180,10,15,85,2.3,,0.05,0.59,5,22,0.05,0.19,1.5
AXW (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mitteleren Trinkwarmwasser Zirkulationssystemen.,20,6,150,10,15,85,2.3,,0.05,0.6,5,45,0.05,0.38,1.25
AXW (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mitteleren Trinkwarmwasser Zirkulationssystemen.,25,6,180,10,15,85,2.3,,0.05,0.61,5,45,0.05,0.38,1.5
AXW SEDICAL (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mitteleren Trinkwarmwasser Zirkulationssystemen.,25,4,180,10,15,85,2.3,,0.05,0.62,5,22,0.05,0.19,1.5
AXW SEDICAL (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mitteleren Trinkwarmwasser Zirkulationssystemen.,25,6,180,10,15,85,2.3,,0.05,0.63,5,45,0.05,0.38,1.5
AX... BLUE RV KH BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mittleren Trinkwarmwasser Zirkulationssystemen.,15,0.7,190,10,15,85,2.5,,0.05,0.64,5,8,0.05,0.07,0.5
AX... BLUE RV KH BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mittleren Trinkwarmwasser Zirkulationssystemen.,15,1.6,190,10,15,85,2.5,,0.05,0.65,9,18,0.08,0.15,0.5
AX... BLUE RV KH BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mittleren Trinkwarmwasser Zirkulationssystemen.,15,2.5,190,10,15,85,2.5,,0.05,0.66,14,30,0.13,0.26,0.5
AX...  BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mittleren Trinkwarmwasser Zirkulationssystemen.,20,0.8,120,10,15,85,2.3,,0.05,0.67,4,7,0.04,0.08,1.25
AX...  BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mittleren Trinkwarmwasser Zirkulationssystemen.,20,4,120,,15,85,2.3,,0.05,0.68,5,22,0.05,0.19,1.25
AX...  BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mittleren Trinkwarmwasser Zirkulationssystemen.,20,6,150,,15,85,2.3,,0.05,0.69,5,45,0.05,0.38,1.25
AX...  BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mittleren Trinkwarmwasser Zirkulationssystemen.,25,4,180,,15,85,2.3,,0.05,0.7,5,22,0.05,0.19,1.5
AX...  BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in kleinen bis mittleren Trinkwarmwasser Zirkulationssystemen.,25,6,180,,15,85,2.3,,0.05,0.71,5,45,0.05,0.38,1.5
AW BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,32,8,180,,15,85,4.2,,0.1,0.72,8,107,0.1,0.8,2
AW BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,32,11,180,,15,85,4.2,,0.1,0.73,8,174,0.1,1.25,2
AW BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,40,11,250,,15,85,9,,0.1,0.74,8,174,0.1,1.25,40
AW SEDICAL (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,32,8,180,,15,85,4.2,,0.1,0.75,8,107,0.1,0.8,2
AXW smart (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,20,1,120,,15,65,2.4,,,0.76,4.7,8.4,0.04,0.1,1.25
AXW smart (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,20,1,180,,15,65,2.4,,,0.77,4.7,8.4,0.04,0.1,1.25
AXW smart (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,20,2,120,,15,65,2.4,,,0.78,8.7,19,0.07,0.15,1.25
AXW smart (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,20,2,180,,15,65,2.4,,,0.79,8.7,19,0.07,0.15,1.25
AXW smart (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,20,3,150,,15,65,2.6,,,0.8,14.3,32.7,0.12,0.3,1.25
AXW smart (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,20,3,180,,15,65,2.6,,,0.81,14.3,32.7,0.12,0.3,1.25
AXW smart (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,20,6,150,,15,65,2.6,,,0.82,32,45,0.28,0.38,1.25
AXW smart (BG 1) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,20,6,180,,15,65,2.6,,,0.83,32,45,0.28,0.38,1.25
W (3x400V / 1x230V) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,40,,250,,,,,,,,60,235,0.3,0.8,
W (3x400V / 1x230V) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,40,,250,,,,,,,,95,225,0.3,0.5,
W (3x400V / 1x230V) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,40,,250,,,,,,,,130,330,0.4,0.6,
WX (1x230V) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,,,120,,,,,,,,31,31,0.19,,
WX (1x230V) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,,,120,,,,,,,,34,40,0.21,,
WX (1x230V) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,,,150,,,,,,,,60,70,0.35,,
WX (1x230V) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,,,150,,,,,,,,65,85,0.42,,
WX (3x400V) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,,,150,,,,,,,,95,,0.36,,
WX (3x400V) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,,,150,,,,,,,,140,,0.45,,
WX (3x400V) BLUE,BLUE,Die bewährte hocheffiziente Nassläufer Trinkwarmwasser Zirkulationspumpe / Brauchwasserpumpe.,Die bewährte hocheffiziente Brauchwasserpumpe der ersten Generation verrichtet zuverlässig ihren Dienst in grösseren Trinkwarmwasser Zirkulationssystemen.,,,180,,,,,,,,230,,0.4,,
